year,cauv_projected_high,soil_series,texture,slope,erosion,drainage,indx,id
2020,440,"MAHONING,SH-SUBST",SIL,6-12,S,SWP,indx_69,"MAHONING,SH-SUBSTSIL6-12SSWP"
2020,700,MAHONING,SIL,0-2,S,SWP,indx_69,MAHONINGSIL0-2SSWP
2020,440,MAHONING,SIL,2-6,M,SWP,indx_69,MAHONINGSIL2-6MSWP
2020,630,MAHONING,SIL,2-6,S,SWP,indx_69,MAHONINGSIL2-6SSWP
2020,440,MAHONING,SIL,6-12,S,SWP,indx_69,MAHONINGSIL6-12SSWP
2020,700,"MAHONING,SS-SUBST",L,0-2,S,SWP,indx_69,"MAHONING,SS-SUBSTL0-2SSWP"
2020,700,"MAHONING,SS-SUBST",SIL,0-2,S,SWP,indx_69,"MAHONING,SS-SUBSTSIL0-2SSWP"
2020,630,"MAHONING,SS-SUBST",SIL,2-6,S,SWP,indx_69,"MAHONING,SS-SUBSTSIL2-6SSWP"
2020,350,MAHONING,ST-SIL,0-2,S,SWP,indx_59,MAHONINGST-SIL0-2SSWP
2020,830,MAHONING-TIRO,SIL,0-2,S,SWP,indx_69,MAHONING-TIROSIL0-2SSWP
2020,830,MAHONING-TIRO,SIL,2-6,S,SWP,indx_69,MAHONING-TIROSIL2-6SSWP
2020,350,MARBLEHEAD,L,0-6,S,W,indx_49,MARBLEHEADL0-6SW
2020,2230,MARENGO,CL,0-2,S,VP,indx_79,MARENGOCL0-2SVP
2020,2300,"MARENGO,OV-PH",SIL,0-2,S,VP,indx_89,"MARENGO,OV-PHSIL0-2SVP"
2020,2230,MARENGO,SICL,0-2,S,VP,indx_79,MARENGOSICL0-2SVP
2020,2300,MARENGO,SIL,0-2,S,VP,indx_89,MARENGOSIL0-2SVP
2020,760,MARKLAND-GLENFORD,SIL,0-2,S,MW,indx_69,MARKLAND-GLENFORDSIL0-2SMW
2020,360,MARKLAND-GLENFORD,SIL,2-6,M,MW,indx_69,MARKLAND-GLENFORDSIL2-6MMW
2020,350,MARKLAND,SICL,12-18,M,MW,indx_59,MARKLANDSICL12-18MMW
2020,350,MARKLAND,SICL,12-20,M,MW,indx_59,MARKLANDSICL12-20MMW
2020,350,MARKLAND,SICL,12-25,M,MW,indx_59,MARKLANDSICL12-25MMW
2020,350,MARKLAND,SICL,15-25,M,MW,indx_59,MARKLANDSICL15-25MMW
2020,350,MARKLAND,SICL,18-25,M,MW,indx_49,MARKLANDSICL18-25MMW
2020,830,MARKLAND,SICL,2-6,S,MW,indx_69,MARKLANDSICL2-6SMW
2020,550,MARKLAND,SICL,3-8,M,MW,indx_69,MARKLANDSICL3-8MMW
2020,440,MARKLAND,SICL,6-12,M,MW,indx_69,MARKLANDSICL6-12MMW
2020,360,MARKLAND,SICL,6-15,M,MW,indx_59,MARKLANDSICL6-15MMW
2020,350,MARKLAND,SICL,8-15,M,MW,indx_59,MARKLANDSICL8-15MMW
2020,350,MARKLAND,SIL,12-18,M,MW,indx_59,MARKLANDSIL12-18MMW
2020,940,MARKLAND,SIL,2-6,S,MW,indx_69,MARKLANDSIL2-6SMW
2020,350,MARKLAND,SIL,6-12,M,MW,indx_69,MARKLANDSIL6-12MMW
2020,480,MARKLAND,SIL,6-12,S,MW,indx_69,MARKLANDSIL6-12SMW
2020,430,MARKLAND,SIL,6-15,S,MW,indx_69,MARKLANDSIL6-15SMW
2020,350,MARSH,,0-2,S,VP,indx_49,MARSH0-2SVP
2020,1890,MARTINSVILLE,FSL,2-6,S,W,indx_79,MARTINSVILLEFSL2-6SW
2020,2290,MARTINSVILLE,L,0-2,S,W,indx_89,MARTINSVILLEL0-2SW
2020,2110,MARTINSVILLE,L,1-4,S,W,indx_79,MARTINSVILLEL1-4SW
2020,2010,MARTINSVILLE,L,2-6,S,W,indx_79,MARTINSVILLEL2-6SW
2020,2010,"MARTINSVILLE-OCKLEY,T-SUBST",L,2-6,S,W,indx_79,"MARTINSVILLE-OCKLEY,T-SUBSTL2-6SW"
2020,2290,"MARTINSVILLE,RF-PH",L,0-2,S,W,indx_89,"MARTINSVILLE,RF-PHL0-2SW"
2020,2290,MARTINSVILLE,SIL,0-2,S,W,indx_89,MARTINSVILLESIL0-2SW
2020,2010,MARTINSVILLE,SIL,2-6,S,W,indx_79,MARTINSVILLESIL2-6SW
2020,2010,"MARTINSVILLE,T-SUBST",L,2-6,S,W,indx_79,"MARTINSVILLE,T-SUBSTL2-6SW"
2020,1140,MARTISCO,MK-SIL,0-2,S,VP,indx_69,MARTISCOMK-SIL0-2SVP
2020,1140,MARTISCO,MUCK,0-2,S,VP,indx_69,MARTISCOMUCK0-2SVP
2020,350,"MARTISCO,V",SIL,0-2,S,VP,indx_59,"MARTISCO,VSIL0-2SVP"
2020,1370,MC GARY-FITCHVILLE,L,0-2,S,SWP,indx_69,MC GARY-FITCHVILLEL0-2SSWP
2020,1370,MC GARY-FITCHVILLE,SIL,0-2,S,SWP,indx_69,MC GARY-FITCHVILLESIL0-2SSWP
2020,1170,MC GARY-FITCHVILLE,SIL,2-6,S,SWP,indx_69,MC GARY-FITCHVILLESIL2-6SSWP
2020,930,MC GARY-SEBRING,SIL,0-2,S,SWP,indx_69,MC GARY-SEBRINGSIL0-2SSWP
2020,1250,MC GARY,SICL,0-2,S,SWP,indx_69,MC GARYSICL0-2SSWP
2020,990,MC GARY,SICL,2-6,S,SWP,indx_69,MC GARYSICL2-6SSWP
2020,1370,MC GARY,SIL,0-2,S,SWP,indx_69,MC GARYSIL0-2SSWP
2020,1370,MC GARY,SIL,0-3,S,SWP,indx_69,MC GARYSIL0-3SSWP
2020,1270,MC GARY,SIL,0-4,S,SWP,indx_69,MC GARYSIL0-4SSWP
2020,1170,MC GARY,SIL,1-6,S,SWP,indx_69,MC GARYSIL1-6SSWP
2020,1170,MC GARY,SIL,2-6,S,SWP,indx_69,MC GARYSIL2-6SSWP
2020,950,"MC GARY,V,RF-PH",SICL,0-3,S,SWP,indx_69,"MC GARY,V,RF-PHSICL0-3SSWP"
2020,1840,MC GUFFEY,MUCK,0-2,S,VP,indx_89,MC GUFFEYMUCK0-2SVP
2020,350,MECHANICSBURG,SIL,12-18,M,W,indx_59,MECHANICSBURGSIL12-18MW
2020,400,MECHANICSBURG,SIL,12-18,S,W,indx_69,MECHANICSBURGSIL12-18SW
2020,350,MECHANICSBURG,SIL,18-25,S,W,indx_49,MECHANICSBURGSIL18-25SW
2020,1080,MECHANICSBURG,SIL,2-6,S,W,indx_79,MECHANICSBURGSIL2-6SW
2020,800,MECHANICSBURG,SIL,6-12,M,W,indx_69,MECHANICSBURGSIL6-12MW
2020,900,MECHANICSBURG,SIL,6-12,S,W,indx_69,MECHANICSBURGSIL6-12SW
2020,780,MECHANICSBURG,SIL,6-15,S,W,indx_69,MECHANICSBURGSIL6-15SW
2020,2190,MEDWAY,L,0-2,S,MW,indx_89,MEDWAYL0-2SMW
2020,2190,"MEDWAY,LM-SUBST,OF-PH",SIL,0-2,S,MW,indx_89,"MEDWAY,LM-SUBST,OF-PHSIL0-2SMW"
2020,2190,"MEDWAY,OF-PH",SIL,0-1,S,MW,indx_89,"MEDWAY,OF-PHSIL0-1SMW"
2020,2190,"MEDWAY,OF-PH",SIL,0-2,S,MW,indx_89,"MEDWAY,OF-PHSIL0-2SMW"
2020,2030,"MEDWAY,OV-PH",SIL,0-2,S,MW,indx_89,"MEDWAY,OV-PHSIL0-2SMW"
2020,2670,"MEDWAY,RF-PH",CL,0-2,S,MW,indx_99,"MEDWAY,RF-PHCL0-2SMW"
2020,2690,"MEDWAY,RF-PH",SIL,0-2,S,MW,indx_99,"MEDWAY,RF-PHSIL0-2SMW"
2020,2190,MEDWAY,SIL,0-2,S,MW,indx_89,MEDWAYSIL0-2SMW
2020,1780,"MEDWAY,V,MOD.SHALLOW",SIL,0-2,S,MW,indx_79,"MEDWAY,V,MOD.SHALLOWSIL0-2SMW"
2020,350,"MELVIN,FF-PH",SIL,0-2,S,P,indx_59,"MELVIN,FF-PHSIL0-2SP"
2020,400,"MELVIN,OF-PH",SIL,0-2,S,P,indx_59,"MELVIN,OF-PHSIL0-2SP"
2020,350,"MELVIN,PO-PH",SIL,0-2,S,P,indx_49,"MELVIN,PO-PHSIL0-2SP"
2020,350,MELVIN,SIL,0-2,S,P,indx_59,MELVINSIL0-2SP
2020,1550,"MENTOR,GRAV-SUBST",SIL,0-2,S,W,indx_89,"MENTOR,GRAV-SUBSTSIL0-2SW"
2020,1360,"MENTOR,GRAV-SUBST",SIL,1-8,S,W,indx_79,"MENTOR,GRAV-SUBSTSIL1-8SW"
2020,1360,"MENTOR,GRAV-SUBST",SIL,2-6,S,W,indx_79,"MENTOR,GRAV-SUBSTSIL2-6SW"
2020,1220,"MENTOR,GRAV-SUBST",SIL,8-15,S,W,indx_79,"MENTOR,GRAV-SUBSTSIL8-15SW"
2020,1370,"MENTOR,RF-PH",SIL,0-2,S,W,indx_79,"MENTOR,RF-PHSIL0-2SW"
2020,1550,MENTOR,SIL,0-2,S,W,indx_89,MENTORSIL0-2SW
2020,350,MENTOR,SIL,12-18,M,W,indx_69,MENTORSIL12-18MW
2020,590,MENTOR,SIL,12-18,S,W,indx_69,MENTORSIL12-18SW
2020,350,MENTOR,SIL,12-20,M,W,indx_69,MENTORSIL12-20MW
2020,350,MENTOR,SIL,12-25,S,W,indx_59,MENTORSIL12-25SW
2020,1360,MENTOR,SIL,1-4,S,W,indx_79,MENTORSIL1-4SW
2020,350,MENTOR,SIL,15-25,S,W,indx_59,MENTORSIL15-25SW
2020,1360,MENTOR,SIL,2-6,S,W,indx_79,MENTORSIL2-6SW
2020,1370,MENTOR,SIL,2-8,S,W,indx_79,MENTORSIL2-8SW
2020,680,MENTOR,SIL,6-12,M,W,indx_69,MENTORSIL6-12MW
2020,940,MENTOR,SIL,6-12,S,W,indx_79,MENTORSIL6-12SW
2020,920,MENTOR,SIL,6-15,S,W,indx_79,MENTORSIL6-15SW
2020,830,MENTOR,SIL,8-15,S,W,indx_69,MENTORSIL8-15SW
2020,2550,"MERMILL-AURAND,C",,0-1,S,VP,indx_99,"MERMILL-AURAND,C0-1SVP"
2020,2520,MERMILL,CL,0-1,S,VP,indx_89,MERMILLCL0-1SVP
2020,2520,MERMILL,CL,0-2,S,VP,indx_89,MERMILLCL0-2SVP
2020,2520,MERMILL,FSL,0-1,S,VP,indx_89,MERMILLFSL0-1SVP
2020,2520,MERMILL,FSL,0-2,S,VP,indx_89,MERMILLFSL0-2SVP
2020,2640,MERMILL,L,0-1,S,VP,indx_99,MERMILLL0-1SVP
2020,2640,MERMILL,L,0-2,S,VP,indx_99,MERMILLL0-2SVP
2020,2520,MERMILL,SCL,0-1,S,VP,indx_89,MERMILLSCL0-1SVP
2020,2520,MERMILL,SCL,0-2,S,VP,indx_89,MERMILLSCL0-2SVP
2020,2520,MERMILL,SICL,0-1,S,VP,indx_89,MERMILLSICL0-1SVP
2020,2520,MERMILL,SICL,0-2,S,VP,indx_89,MERMILLSICL0-2SVP
2020,2640,MERMILL,SIL,0-2,S,VP,indx_99,MERMILLSIL0-2SVP
2020,2660,"MERMILL,STRAT-SUBST",L,0-2,S,VP,indx_99,"MERMILL,STRAT-SUBSTL0-2SVP"
2020,420,"MERMILL,V",SL,0-2,S,VP,indx_59,"MERMILL,VSL0-2SVP"
2020,2050,METAMORA,SL,0-3,S,SWP,indx_79,METAMORASL0-3SSWP
2020,770,METEA,LFS,0-2,S,W,indx_69,METEALFS0-2SW
2020,500,METEA,LFS,2-6,S,W,indx_69,METEALFS2-6SW
2020,350,METEA,LFS,6-12,S,W,indx_59,METEALFS6-12SW
2020,630,"MIAMIAN,BR-SUBST",SIL,12-20,M,W,indx_69,"MIAMIAN,BR-SUBSTSIL12-20MW"
2020,1060,"MIAMIAN,BR-SUBST",SIL,6-12,M,W,indx_79,"MIAMIAN,BR-SUBSTSIL6-12MW"
2020,730,MIAMIAN,BY-SIL,2-6,S,W,indx_69,MIAMIANBY-SIL2-6SW
2020,640,"MIAMIAN-CASCO,C",,12-18,M,W,indx_69,"MIAMIAN-CASCO,C12-18MW"
2020,1360,MIAMIAN-CELINA,SIL,2-6,M,W,indx_79,MIAMIAN-CELINASIL2-6MW
2020,1480,MIAMIAN-CELINA,SIL,2-6,S,W,indx_79,MIAMIAN-CELINASIL2-6SW
2020,350,MIAMIAN,CL,12-18,SE,W,indx_49,MIAMIANCL12-18SEW
2020,350,MIAMIAN,CL,15-25,SE,W,indx_59,MIAMIANCL15-25SEW
2020,670,MIAMIAN,CL,2-6,SE,W,indx_69,MIAMIANCL2-6SEW
2020,510,MIAMIAN,CL,6-12,SE,W,indx_69,MIAMIANCL6-12SEW
2020,350,MIAMIAN-CROUSE,SIL,18-25,M,W,indx_59,MIAMIAN-CROUSESIL18-25MW
2020,480,MIAMIAN-ELDEAN,SIL,2-6,M,W,indx_69,MIAMIAN-ELDEANSIL2-6MW
2020,960,MIAMIAN-ELDEAN,SIL,2-6,S,W,indx_79,MIAMIAN-ELDEANSIL2-6SW
2020,350,MIAMIAN-ELDEAN,SIL,6-12,M,W,indx_69,MIAMIAN-ELDEANSIL6-12MW
2020,640,MIAMIAN-HENNEPIN,SIL,12-18,M,W,indx_69,MIAMIAN-HENNEPINSIL12-18MW
2020,350,MIAMIAN-HENNEPIN,SIL,15-25,M,W,indx_49,MIAMIAN-HENNEPINSIL15-25MW
2020,350,MIAMIAN-HENNEPIN,SIL,18-25,M,W,indx_49,MIAMIAN-HENNEPINSIL18-25MW
2020,350,MIAMIAN-HENNEPIN,SIL,18-25,SE,W,indx_49,MIAMIAN-HENNEPINSIL18-25SEW
2020,350,MIAMIAN-HENNEPIN,SIL,18-25,S,W,indx_49,MIAMIAN-HENNEPINSIL18-25SW
2020,350,MIAMIAN-HENNEPIN,SOILS,18-25,S,W,indx_49,MIAMIAN-HENNEPINSOILS18-25SW
2020,1710,MIAMIAN-KENDALLVILLE,SIL,0-2,S,W,indx_79,MIAMIAN-KENDALLVILLESIL0-2SW
2020,640,MIAMIAN-KENDALLVILLE,SIL,12-18,M,W,indx_69,MIAMIAN-KENDALLVILLESIL12-18MW
2020,350,MIAMIAN-KENDALLVILLE,SIL,18-25,M,W,indx_49,MIAMIAN-KENDALLVILLESIL18-25MW
2020,1160,MIAMIAN-KENDALLVILLE,SIL,2-6,S,W,indx_79,MIAMIAN-KENDALLVILLESIL2-6SW
2020,760,MIAMIAN-KENDALLVILLE,SIL,6-12,M,W,indx_69,MIAMIAN-KENDALLVILLESIL6-12MW
2020,1070,MIAMIAN-LEWISBURG,SIL,0-2,S,W,indx_69,MIAMIAN-LEWISBURGSIL0-2SW
2020,920,MIAMIAN-LEWISBURG,SIL,2-6,S,W,indx_69,MIAMIAN-LEWISBURGSIL2-6SW
2020,1200,"MIAMIAN,LM-SUBST",SICL,2-6,M,W,indx_79,"MIAMIAN,LM-SUBSTSICL2-6MW"
2020,920,"MIAMIAN,LM-SUBST",SICL,6-12,M,W,indx_69,"MIAMIAN,LM-SUBSTSICL6-12MW"
2020,1710,"MIAMIAN,LM-SUBST",SIL,0-2,S,W,indx_79,"MIAMIAN,LM-SUBSTSIL0-2SW"
2020,1310,"MIAMIAN,LM-SUBST",SIL,2-6,M,W,indx_79,"MIAMIAN,LM-SUBSTSIL2-6MW"
2020,1460,"MIAMIAN,LM-SUBST",SIL,2-6,S,W,indx_79,"MIAMIAN,LM-SUBSTSIL2-6SW"
2020,1060,"MIAMIAN,LM-SUBST",SIL,6-12,M,W,indx_79,"MIAMIAN,LM-SUBSTSIL6-12MW"
2020,350,MIAMIAN-LOSANTVILLE,CL,12-18,SE,W,indx_49,MIAMIAN-LOSANTVILLECL12-18SEW
2020,350,MIAMIAN-LOSANTVILLE,CL,6-12,SE,W,indx_59,MIAMIAN-LOSANTVILLECL6-12SEW
2020,1060,"MIAMIAN-RUSSELL,BR-SUBST",SIL,6-12,M,W,indx_79,"MIAMIAN-RUSSELL,BR-SUBSTSIL6-12MW"
2020,640,MIAMIAN-RUSSELL,SIL,12-18,M,W,indx_69,MIAMIAN-RUSSELLSIL12-18MW
2020,1310,MIAMIAN-RUSSELL,SIL,2-6,M,W,indx_79,MIAMIAN-RUSSELLSIL2-6MW
2020,1460,MIAMIAN-RUSSELL,SIL,2-6,S,W,indx_79,MIAMIAN-RUSSELLSIL2-6SW
2020,1060,MIAMIAN-RUSSELL,SIL,6-12,M,W,indx_79,MIAMIAN-RUSSELLSIL6-12MW
2020,510,MIAMIAN,SICL,12-18,M,W,indx_69,MIAMIANSICL12-18MW
2020,1200,MIAMIAN,SICL,2-6,M,W,indx_79,MIAMIANSICL2-6MW
2020,920,MIAMIAN,SICL,6-12,M,W,indx_69,MIAMIANSICL6-12MW
2020,1710,MIAMIAN,SIL,0-2,S,W,indx_79,MIAMIANSIL0-2SW
2020,640,MIAMIAN,SIL,12-18,M,W,indx_69,MIAMIANSIL12-18MW
2020,630,MIAMIAN,SIL,12-20,M,W,indx_69,MIAMIANSIL12-20MW
2020,350,MIAMIAN,SIL,18-25,M,W,indx_49,MIAMIANSIL18-25MW
2020,350,MIAMIAN,SIL,18-25,S,W,indx_59,MIAMIANSIL18-25SW
2020,1310,MIAMIAN,SIL,2-6,M,W,indx_79,MIAMIANSIL2-6MW
2020,1460,MIAMIAN,SIL,2-6,S,W,indx_79,MIAMIANSIL2-6SW
2020,1060,MIAMIAN,SIL,6-12,M,W,indx_79,MIAMIANSIL6-12MW
2020,1310,MIAMIAN,SIL,6-12,S,W,indx_79,MIAMIANSIL6-12SW
2020,1060,MIAMIAN,SIL,8-15,M,W,indx_79,MIAMIANSIL8-15MW
2020,350,"MIAMIAN-THRIFTON,C",,12-20,SE,W,indx_49,"MIAMIAN-THRIFTON,C12-20SEW"
2020,350,"MIAMIAN-THRIFTON,C",,18-25,M,W,indx_49,"MIAMIAN-THRIFTON,C18-25MW"
2020,350,"MIAMIAN-THRIFTON,C",,6-12,SE,W,indx_59,"MIAMIAN-THRIFTON,C6-12SEW"
2020,350,"MIAMIAN,V",SIL,6-15,M,W,indx_69,"MIAMIAN,VSIL6-15MW"
2020,350,"MIAMIAN-WAPAHANI,C",,12-20,SE,W,indx_59,"MIAMIAN-WAPAHANI,C12-20SEW"
2020,350,"MIAMIAN-WAPAHANI,C",,6-12,SE,W,indx_59,"MIAMIAN-WAPAHANI,C6-12SEW"
2020,350,MIAMI,BY-SIL,2-12,S,W,indx_59,MIAMIBY-SIL2-12SW
2020,350,MIAMI,BY-SIL,6-12,M,W,indx_59,MIAMIBY-SIL6-12MW
2020,350,"MIAMI-CASCO-RODMAN,C",,18-25,M,W,indx_49,"MIAMI-CASCO-RODMAN,C18-25MW"
2020,350,MIAMI-CELINA,BY-SIL,2-6,M,W,indx_59,MIAMI-CELINABY-SIL2-6MW
2020,730,MIAMI-CELINA,BY-SIL,2-6,S,W,indx_69,MIAMI-CELINABY-SIL2-6SW
2020,1310,MIAMI-CELINA,SIL,2-6,M,W,indx_79,MIAMI-CELINASIL2-6MW
2020,1460,MIAMI-CELINA,SIL,2-6,S,W,indx_79,MIAMI-CELINASIL2-6SW
2020,1060,MIAMI-CELINA,SOILS,2-6,SE,W,indx_69,MIAMI-CELINASOILS2-6SEW
2020,350,MIAMI-FOX-HENNEPIN,SOILS,18-25,M,W,indx_49,MIAMI-FOX-HENNEPINSOILS18-25MW
2020,350,MIAMI-FOX-HENNEPIN,SOILS,18-25,SE,W,indx_59,MIAMI-FOX-HENNEPINSOILS18-25SEW
2020,350,MIAMI-HENNEPIN,SIL,18-25,M,W,indx_49,MIAMI-HENNEPINSIL18-25MW
2020,350,MIAMI-HENNEPIN,SIL,18-25,S,W,indx_49,MIAMI-HENNEPINSIL18-25SW
2020,350,MIAMI-HENNEPIN,SOILS,18-25,SE,W,indx_49,MIAMI-HENNEPINSOILS18-25SEW
2020,350,MIAMI-KENDALLVILLE,SIL,18-25,M,W,indx_49,MIAMI-KENDALLVILLESIL18-25MW
2020,640,MIAMI,L,12-18,M,W,indx_69,MIAMIL12-18MW
2020,1060,MIAMI,L,6-12,M,W,indx_79,MIAMIL6-12MW
2020,350,MIAMI,SICL,12-18,SE,W,indx_59,MIAMISICL12-18SEW
2020,510,MIAMI,SICL,6-12,SE,W,indx_69,MIAMISICL6-12SEW
2020,1710,MIAMI,SIL,0-2,S,W,indx_79,MIAMISIL0-2SW
2020,640,MIAMI,SIL,12-18,M,W,indx_69,MIAMISIL12-18MW
2020,910,MIAMI,SIL,12-18,S,W,indx_69,MIAMISIL12-18SW
2020,350,MIAMI,SIL,18-25,M,W,indx_49,MIAMISIL18-25MW
2020,350,MIAMI,SIL,18-25,S,W,indx_59,MIAMISIL18-25SW
2020,1310,MIAMI,SIL,2-6,M,W,indx_79,MIAMISIL2-6MW
2020,1460,MIAMI,SIL,2-6,S,W,indx_79,MIAMISIL2-6SW
2020,1060,MIAMI,SIL,6-12,M,W,indx_79,MIAMISIL6-12MW
2020,1310,MIAMI,SIL,6-12,S,W,indx_79,MIAMISIL6-12SW
2020,350,MIAMI,SOILS,12-18,SE,W,indx_49,MIAMISOILS12-18SEW
2020,350,MIAMI,SOILS,18-25,SE,W,indx_59,MIAMISOILS18-25SEW
2020,840,MIAMI,SOILS,2-6,SE,W,indx_69,MIAMISOILS2-6SEW
2020,630,MIAMI,SOILS,6-12,SE,W,indx_59,MIAMISOILS6-12SEW
2020,2710,"MILFORD,GR-SUBST",SICL,0-2,S,VP,indx_89,"MILFORD,GR-SUBSTSICL0-2SVP"
2020,2080,MILFORD,SIC,0-2,S,VP,indx_89,MILFORDSIC0-2SVP
2020,2710,MILFORD,SICL,0-1,S,VP,indx_89,MILFORDSICL0-1SVP
2020,2710,MILFORD,SICL,0-2,S,VP,indx_89,MILFORDSICL0-2SVP
2020,2710,"MILFORD,S-SUBST",SICL,0-2,S,VP,indx_89,"MILFORD,S-SUBSTSICL0-2SVP"
2020,3080,MILLGROVE,CL,0-2,S,VP,indx_99,MILLGROVECL0-2SVP
2020,3080,MILLGROVE,FSL,0-2,S,VP,indx_99,MILLGROVEFSL0-2SVP
2020,3330,MILLGROVE,L,0-1,S,VP,indx_100,MILLGROVEL0-1SVP
2020,3330,MILLGROVE,L,0-2,S,VP,indx_100,MILLGROVEL0-2SVP
2020,2640,"MILLGROVE,OVER CLAY",L,0-2,S,VP,indx_99,"MILLGROVE,OVER CLAYL0-2SVP"
2020,2520,"MILLGROVE,OVER CLAY",SICL,0-2,S,VP,indx_89,"MILLGROVE,OVER CLAYSICL0-2SVP"
2020,2640,"MILLGROVE,OVER CLAY",SIL,0-2,S,VP,indx_99,"MILLGROVE,OVER CLAYSIL0-2SVP"
2020,3080,"MILLGROVE,RF-PH",SICL,0-2,S,VP,indx_99,"MILLGROVE,RF-PHSICL0-2SVP"
2020,2930,MILLGROVE,SIC,0-2,S,VP,indx_99,MILLGROVESIC0-2SVP
2020,3080,MILLGROVE,SICL,0-2,S,VP,indx_99,MILLGROVESICL0-2SVP
2020,3330,MILLGROVE,SIL,0-2,S,VP,indx_100,MILLGROVESIL0-2SVP
2020,2640,"MILLGROVE,T-SUBST",L,0-2,S,VP,indx_99,"MILLGROVE,T-SUBSTL0-2SVP"
2020,2000,MILLSDALE,L,0-2,S,VP,indx_79,MILLSDALEL0-2SVP
2020,1830,MILLSDALE,SICL,0-1,S,VP,indx_79,MILLSDALESICL0-1SVP
2020,1830,MILLSDALE,SICL,0-2,S,VP,indx_79,MILLSDALESICL0-2SVP
2020,1830,MILLSDALE,SICL,0-3,S,VP,indx_79,MILLSDALESICL0-3SVP
2020,1630,MILLSDALE,SICL,2-6,S,VP,indx_79,MILLSDALESICL2-6SVP
2020,2000,MILLSDALE,SIL,0-1,S,VP,indx_79,MILLSDALESIL0-1SVP
2020,2000,MILLSDALE,SIL,0-2,S,VP,indx_79,MILLSDALESIL0-2SVP
2020,2000,MILLSDALE,SIL,0-3,S,VP,indx_79,MILLSDALESIL0-3SVP
2020,1750,MILLSDALE,SIL,2-6,S,VP,indx_79,MILLSDALESIL2-6SVP
2020,350,MILLSDALE,ST-SICL,0-1,S,VP,indx_49,MILLSDALEST-SICL0-1SVP
2020,350,MILLSDALE,ST-SICL,0-2,S,VP,indx_49,MILLSDALEST-SICL0-2SVP
2020,400,MILL,SIL,0-2,S,P,indx_59,MILLSIL0-2SP
2020,350,MILTON,CL,6-12,SE,W,indx_59,MILTONCL6-12SEW
2020,1110,MILTON,L,0-2,S,W,indx_79,MILTONL0-2SW
2020,910,MILTON,L,2-6,S,W,indx_69,MILTONL2-6SW
2020,350,"MILTON-LYBRAND,C",,12-18,M,W,indx_59,"MILTON-LYBRAND,C12-18MW"
2020,350,"MILTON,SHALLOW",SIL,12-18,M,W,indx_49,"MILTON,SHALLOWSIL12-18MW"
2020,350,"MILTON,SHALLOW",SIL,18-25,M,W,indx_49,"MILTON,SHALLOWSIL18-25MW"
2020,350,"MILTON,SHALLOW",SIL,2-6,S,W,indx_49,"MILTON,SHALLOWSIL2-6SW"
2020,350,"MILTON,SHALLOW",SIL,6-12,M,W,indx_49,"MILTON,SHALLOWSIL6-12MW"
2020,350,"MILTON,SHALLOW",SOILS,12-18,SE,W,indx_49,"MILTON,SHALLOWSOILS12-18SEW"
2020,410,MILTON,SICL,6-12,M,W,indx_69,MILTONSICL6-12MW
2020,350,MILTON,SICL,6-18,SE,W,indx_59,MILTONSICL6-18SEW
2020,1110,MILTON,SIL,0-2,S,W,indx_79,MILTONSIL0-2SW
2020,350,MILTON,SIL,12-18,M,W,indx_59,MILTONSIL12-18MW
2020,1080,MILTON,SIL,1-4,S,W,indx_69,MILTONSIL1-4SW
2020,350,MILTON,SIL,18-25,M,W,indx_49,MILTONSIL18-25MW
2020,660,MILTON,SIL,2-6,M,W,indx_69,MILTONSIL2-6MW
2020,910,MILTON,SIL,2-6,S,W,indx_69,MILTONSIL2-6SW
2020,530,MILTON,SIL,6-12,M,W,indx_69,MILTONSIL6-12MW
2020,350,MILTON,SOILS,6-12,SE,W,indx_59,MILTONSOILS6-12SEW
2020,1110,"MILTON,V",L,0-2,S,W,indx_79,"MILTON,VL0-2SW"
2020,910,"MILTON,V",L,2-6,S,W,indx_69,"MILTON,VL2-6SW"
2020,1200,"MINER,BR-SUBST",SIL,0-1,S,VP,indx_69,"MINER,BR-SUBSTSIL0-1SVP"
2020,1200,"MINER,SH-SUBST",SICL,0-2,S,VP,indx_69,"MINER,SH-SUBSTSICL0-2SVP"
2020,1200,MINER,SICL,0-1,S,VP,indx_69,MINERSICL0-1SVP
2020,1200,MINER,SICL,0-2,S,VP,indx_69,MINERSICL0-2SVP
2020,640,MINOA,FSL,0-2,S,SWP,indx_69,MINOAFSL0-2SSWP
2020,350,MITIWANGA,CN-L,1-4,S,SWP,indx_69,MITIWANGACN-L1-4SSWP
2020,440,MITIWANGA,L,0-2,S,SWP,indx_69,MITIWANGAL0-2SSWP
2020,440,MITIWANGA,SIL,0-2,S,SWP,indx_69,MITIWANGASIL0-2SSWP
2020,440,MITIWANGA,SIL,0-3,S,SWP,indx_69,MITIWANGASIL0-3SSWP
2020,350,MITIWANGA,SIL,1-4,S,SWP,indx_69,MITIWANGASIL1-4SSWP
2020,350,MITIWANGA,SIL,2-6,S,SWP,indx_69,MITIWANGASIL2-6SSWP
2020,780,"MITIWANGA,V",SIL,2-6,S,SWP,indx_69,"MITIWANGA,VSIL2-6SSWP"
2020,760,"MITIWANGA,V",SIL,6-12,S,SWP,indx_69,"MITIWANGA,VSIL6-12SSWP"
2020,740,MONONGAHELA,L,8-15,S,MW,indx_59,MONONGAHELAL8-15SMW
2020,570,MONONGAHELA,SIL,10-15,M,MW,indx_59,MONONGAHELASIL10-15MMW
